FLORACODE,KEY,SOURCE,SURVEYNAME,SIGHTINGDATE,DATEACCURACY,OBSERVER,NUMOBSERVED,MUSEUMHERBMNR,RELIABDESC,AMGZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPRELIABCODE,NSXCODE,SPECIES,FAMILYNAME,COMNAME1,SIGHTINGCOMM,HABITATCOMM,LOCATIONCOMM,RESERVENAME,ISINDIGENOUSFLAG
SUP11260-15,SUP11260-15,SU,GRASSY WOODLANDS(MK HYDE),11/11/93,D,DAVIES R.J-P. Richard | HYDE M.K. Michael,present but not counted,,51-100m,54,257972,6284354,-33.55306,138.3931,Y,E00206,Brachypodium distachyon,GRAMINEAE,False Brome,,,5km NW from Yacka.,55 (HA),N
SUP85-8,SUP85-8,SU,REMNANT VEG OF STH FLEURIEU PENINSULA,10/2/90,D,NOT ENTERED - SEE ORIGINAL DATA  -,present but not counted,,No entered,54,274272,6075558,-35.43785,138.51325,Y,K00225,Briza minor,GRAMINEAE,Lesser Quaking-grass,,,,1049 (HA),N
RVPE9712-1,RVPE9712-1,RV,,11/11/98,D,PLAYFAIR R.M. Roger | PARRY K. Karen,present but not counted,,1-10km,54,229517,6381415,-32.6718376,138.1156762,P,C20005,Acacia victoriae ssp.,LEGUMINOSAE,Elegant Wattle,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland / Herbland dominated by alien species,Main North RD 2.7 km SSE of Wilmington,,Y
SUP4401-8,SUP4401-8,SU,OFFSHORE ISLANDS,19/4/81,D,CASPERSON K.D. Keith | CANTY P.D. Peter,present but not counted,,101-250m,53,338929,6393872,-32.58092,133.28394,Y,K01017,Carpobrotus rossii (NC),AIZOACEAE,Native Pigface,,,60km SW from Thevernard.,Nuyts Archipelago (WA),Y
SUP7256-14,SUP7256-14,SU,FLINDERS MANAGEMENT REVIEW,1/5/91,D,NOT ENTERED - SEE ORIGINAL DATA  -,present but not counted,,,54,337323,6601979,-30.70392,139.30132,Y,K01385,Convolvulus remotus,CONVOLVULACEAE,Grassy Bindweed,,,6km SW from Wertaloona.,,Y
RVPO64576-277161,RVPO64576-277161,RV,,25/11/02,D,PLAYFAIR R.M. Roger | BENNETT F.J. Fiona,present but not counted,,101-250m,53,690844,6300632,-33.41671284,137.0524846,P,M20166,Salvia verbenaca var.,LABIATAE,Wild Sage,Collected using the DEWNR Roadside Vegetation Survey Methodology,Dodonaea viscosa ssp. angustissima Tall Very Open Shrubland,Lincoln HWY 1.6 km WSW of Sheoak Hill (summit),,N
OPP798550-16,OPP798550-16,OP,BDBSA RESERVES DATABASE,24/3/87,D,ASHMAN G.W. Glyn,present but not counted,,101-250m,54,298622,6119840,-35.04408,138.79216,Y,S00897,Banksia marginata,PROTEACEAE,Silver Banksia,,No habitat information on file**Rem** 11% (Hd of Kuitpo)**Environmental Association**=1% (Hahndorf=3.2.16),KUITPO : 484,291 (HA),Y
OPP930366-67,OPP930366-67,OP,BDBSA RESERVES DATABASE,21/9/80,D,FNS-(SA)  Field Naturalist Society,present but not counted,,251-500m,54,336790,6152800,-34.7539,139.21685,Y,Q01036,Senna artemisioides ssp. petiolaris (NC),LEGUMINOSAE,Flat-stalk Senna,,,,,Y
RVPO84989-384822,RVPO84989-384822,RV,,9/8/07,D,FRAZER D.S. Deb | OBST C.S. Chris,present but not counted,,251-500m,54,414825,5864255,-37.36452332,140.0381249,P,S00229,Dactylis glomerata,GRAMINEAE,Cocksfoot,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic Grassland,Magareys LANE 6.2 km NNW of Woakwine,,N
OPP798674-1,OPP798674-1,OP,BDBSA RESERVES DATABASE,6/4/82,D,BISHOP G.C. Geoffrey,present but not counted,,101-250m,54,267922,6057390,-35.60004,138.43816,Y,M02230,Eucalyptus fasciculosa,MYRTACEAE,Pink Gum,,**REM** 21% (Hd of Waitpinga)**Environmental Association** = 26% (Deep Creek=3.2.2),WAITPINGA : 261,121 (HA),Y
OPP684746-1,OPP684746-1,OP,YORKE DISTRICT AERIAL BOXTHORN CONTROL,6/5/15,D,BARR M. Max | ANDERSON T. Tim,1,,5-50m,53,701434,6104810,-35.1795,137.21211,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,,,Point Davenport; Boxthorn control site - aerial application of Graslan herbicide,,N
RVPU17684-15032,RVPU17684-15032,RV,,12/8/99,D,COOLING M.P. Marcus | HOGBEN J.D. Jeremy,present but not counted,,1-10km,54,382075,6228243,-34.07994234,139.721878,P,Y01412,Carrichtera annua,CRUCIFERAE,Ward's Weed,Collected using the DEWNR Roadside Vegetation Survey Methodology,Native Grassland dominate by Danthonia spp. and Stipa spp.,Hurst plain RD 4.6 km ESE of Brenda Park,,N
SUP4031-5,SUP4031-5,SU,MURRAY MALLEE,2/7/90,D,DONATO D.B. David | LANG P.J. Peter,present but not counted,,5-50m,54,354803,6129520,-34.96647,139.40955,Y,S01221,Rhagodia crassifolia,CHENOPODIACEAE,Fleshy Saltbush,,,4 km S from Ever-Green.,,Y
RVPO46990-202089,RVPO46990-202089,RV,,14/11/01,D,CLARK P.D. Peter,present but not counted,,51-100m,54,276808,6253514,-33.83507006,138.5880617,P,C15065,Gramineae sp.,GRAMINEAE,Grass Family,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus leucoxylon ssp. pruinosa Open Forest,Emu Flat (20) RD 1 km SSE of Armagh,,Y
RVPU89873-146503,RVPU89873-146503,RV,,24/8/08,D,SANDERS P.F. Paula | CHAPMAN T. Tanja | CAMP A. Amanda | MILNE T. Tanya,present but not counted,,1-10km,54,269267,6089835,-35.30809612,138.4621874,P,E10106,Avena sp.,GRAMINEAE,Oat,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland/herbland dominated by alien species,Norman Aldinga Beach) RD 1.1 km ENE of Silver Sands (suburb centre),,N
OPP560073-24,OPP560073-24,OP,LOWAN MALLEE LAF FIELDWORK,29/10/14,D,MILNE T.I. Tim | CROFT T.S. Tim,present but not counted,,251-500m,54,435575,6021620,-35.94767,140.28566,Y,G32395,Eucalyptus leptophylla,MYRTACEAE,Narrow-leaf Red Mallee,,,|Source ProjectID:20|Source WaypointID:3657|,1231 (HA),Y
RVPO10125-36939,RVPO10125-36939,RV,,12/11/98,D,HYDE M.K. Michael | MALLEN N. Nigel,present but not counted,,501-1000m,54,268581,6330934,-33.13565897,138.5192103,P,G00127,Austrostipa blackii,GRAMINEAE,Crested Spear-grass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Austrostipa blackii Tussock grassland,Booleroo Centre - Jamestown HWY 6.1 km ESE of Caltowie North,,Y
OPP610709-1,OPP610709-1,OP,DEFEATING THE WEED MENACE-ONGROUND WORKS,25/5/15,D,NOT ENTERED - SEE ORIGINAL DATA  -,1,,5-50m,54,392266,5963967,-36.46352,139.7976,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,treated with grasslan applied. Herbicide applied from helicopter,,,,N
SUP13675-1,SUP13675-1,SU,COASTAL DUNE & CLIFFTOP,23/11/95,D,BROWN A. N/A | MARTIN M. N/A,present but not counted,,5-50m,53,425774,6348099,-33.00301,134.20541,Y,W00191,Triodia compacta,GRAMINEAE,Spinifex,,,Dune footslope in predominately Spinifex country - very little exposed ground until dunes to seaward.,,Y
RVPO19412-79517,RVPO19412-79517,RV,,1/10/99,D,OBST C.S. Chris | TELFER S. Sarah,present but not counted,,501-1000m,54,274232,6094978,-35.26289515,138.5181758,P,K03913,Avena barbata,GRAMINEAE,Bearded Oat,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland / Herbland dominated by alien species,Little RD 0.7 km NNE of Whites Valley,,N
SUP8583-29-AD99438039,SUP8583-29-AD99438039,SU,SOUTH OLARY PLAINS,14/8/91,D,PEACOCK D.E. David | NICOLSON K.P. Kym,present but not counted,AD99438039,5-50m,54,487922,6401678,-32.52215,140.8714,Y,U01194,Maireana integra,CHENOPODIACEAE,Entire-wing Bluebush,,,1.5 km SW from Black Hill Dam.,,Y
SUP31396-279049,SUP31396-279049,SU,FAR WEST EYRE PENINSULA,28/8/08,D,KENNY S.D. Sue | RAMSAY A.K. Andrea,present but not counted,,5-50m,52,772597,6482386,-31.76157,131.87802,Y,Q01264,Sclerolaena uniflora,CHENOPODIACEAE,Small-spine Bindyi,,,Travelled 29.5 km from corner of Tower road to site.,Wahgunyah (CP),Y
RVPO65855-284440,RVPO65855-284440,RV,,9/1/03,D,MAHONEY P. Peter | OBST C.S. Chris,present but not counted,,1-10km,54,268908,6267471,-33.70760783,138.5064086,P,K00285,Phalaris aquatica,GRAMINEAE,Phalaris,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland dominated by exotic species.,Main North RD 2.4 km ESE of Rochester,,N
RVPO80323-360535,RVPO80323-360535,RV,,15/6/05,D,PRESTON C.A. Cathy | ANDERSON R.J. Bob,present but not counted,,501-1000m,53,769632,6270808,-33.66846052,137.9080081,P,E02238,Eucalyptus gracilis,MYRTACEAE,Yorrell,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus brachycalyx E. gracilis +/-E. oleosa +/- E. socialis +/- E. porosa Mallee,Port Broughton - Kadina RD 5.9 km ENE of Ward Hill,,Y
SUP17962-86170,SUP17962-86170,SU,SOUTHERN MT LOFTY,1/11/00,D,LANG P.J. Peter | O'WHEEL M. Monica,present but not counted,,51-100m,54,308822,6139448,-34.86937,138.90842,Y,E00302,Amphipogon strictus,GRAMINEAE,Spreading Grey-beard Grass,,,From SE corner of large 'scrub block' between Maidment Road and Burfords Hill Road go 300 m E on Maidment Road to where fence goes perpendicular into scrub. Follow this fence for 100 m to corner. Site in this fence corner in Eucalyptus obliqua Woodland with Acacia paradoxa and Kerosine Grass.,Porter Scrub (CP),Y
OPP861397-1,OPP861397-1,OP,KANGAROO ISLAND NARROW-LEAVED MALLEE TEC,31/12/18,D,HABY M. Michelle,2,,0-5m,53,718639,6051395,-35.65711,137.41524,Y,M02230,Eucalyptus fasciculosa,MYRTACEAE,Pink Gum,,,Cockatoo Creek Road,,Y
RVPU34552-35199,RVPU34552-35199,RV,,5/11/00,D,MILNE S.J. Stephen | TELFER S. Sarah,present but not counted,,1-10km,53,569570,6161616,-34.68508776,135.7594913,P,C01605,Acacia pycnantha,LEGUMINOSAE,Golden Wattle,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus diversifolia Mallee,Pt Lincoln-Thevenard RAIL 3.1 km WSW of Hawson,,Y
SUP26205-195977,SUP26205-195977,SU,BIMBOWRIE  C R BIOLOGICAL SURVEY,18/4/05,D,KENNY S.D. Sue | BEVAN K. Kirsty,present but not counted,,5-50m,54,416372,6454019,-32.04694,140.11419,Y,W01151,Atriplex semibaccata,CHENOPODIACEAE,Berry Saltbush,,,On main track from Bimbowrie HS to Antro Woolshed turn left at 'y' junction (417364 / 6454746). Continue for 1.5 km to site - 40 paces SE of track.,Bimbowrie (CP),Y
OPP577469-1,OPP577469-1,OP,DEFEATING THE WEED MENACE-ONGROUND WORKS,9/5/14,D,NOT ENTERED - SEE ORIGINAL DATA  -,1,,5-50m,54,387439,5973225,-36.37952,139.74508,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,treated with grasslan applied. Herbicide applied from helicopter,,,Coorong (NP),N
OPP720428-16,OPP720428-16,OP,PADDOCK TREES PROJECT - TREES FOR LIFE,10/5/16,D,NEW B.D. Bill,present but not counted,,251-500m,54,325717,6160693,-34.68093,139.09756,Y,E11002,Trifolium sp.,LEGUMINOSAE,Clover,,,,,N
SUP16476-18049,SUP16476-18049,SU,NORTH  EASTERN EYRE PENINSULA,14/10/98,D,NEAGLE N.R. Nick | HEARD L.M.B. Lee,present but not counted,,5-50m,53,641375,6362607,-32.86554,136.51103,Y,Y00136,Austrostipa elegantissima,GRAMINEAE,Feather Spear-grass,,,Approach from Moora Well and follow main track NE (ignore vague old track branching off to right) for 2.4 km beyond that track junction. Turn right off track and drive across open grassland (NE) beside shrub-lined drainage line 800 m to Muratchira Dam. Drive S from here on old track through grassla,,Y
RVPE77636-3,RVPE77636-3,RV,,9/2/04,D,SUTHERLAND R.L. Robyn | TELFER S. Sarah,present but not counted,,1-10km,54,475702,6206933,-34.27849124,140.7360167,P,W05279,Sida ammophila,MALVACEAE,Sand Sida,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland dominated by exotic species,Loxton - Paringa RD 5.3 km WSW of Pike River,,Y
SUP1363-24,SUP1363-24,SU,MOUNT LOFTY RANGES (DEP 1981),13/6/79,D,NOT ENTERED - SEE ORIGINAL DATA  -,present but not counted,,No entered,54,290622,6088628,-35.32367,138.69659,Y,C00061,Pteridium esculentum ssp. esculentum,DENNSTAEDTIACEAE,Bracken Fern,,,,,Y
OPP472283-1,OPP472283-1,OP,KANGAROO ISLAND WEEDS REGISTER,30/7/04,D,KANGAROO ISLAND - DEWNR K.I. DEWNR,present but not counted,,5-50m,53,722041,6029055,-35.85759,137.45898,Y,E04578,Asparagus declinatus,LILIACEAE,,,,,,N
OPP423116-1,OPP423116-1,OP,MURRAY WETL'D ONGOING SAMDB NRMB,2/4/09,D,NICKOLAI C.A. Callie,present but not counted,,5-50m,54,377889,6227385,-34.0872,139.6764,Y,A02552,Heliotropium curassavicum,BORAGINACEAE,Smooth Heliotrope,,,,,N
RVPO73258-323934,RVPO73258-323934,RV,,5/11/03,D,BIRCHMORE N.J. Neal,present but not counted,,1-10km,54,270995,6194529,-34.36529621,138.5097707,P,C10393,Eucalyptus sp.,MYRTACEAE,,Collected using the DEWNR Roadside Vegetation Survey Methodology,Revegetation (Plantation) consists of local and indigenous species.,Aerodrome RD 3.9 km ENE of Grace Plains,,Y
RVPU56301-68522,RVPU56301-68522,RV,,2/4/02,D,BATEMAN T.V. Teresa,present but not counted,,101-250m,54,298902,6197483,-34.34447248,138.8137177,P,C04893,Dianella revoluta var. revoluta,LILIACEAE,Black-anther Flax-lily,Collected using the DEWNR Roadside Vegetation Survey Methodology,Melaleuca lanceolata /M. acuminata Shrubland,Schumaker RD 1.3 km NNW of Charlies Hill (summit),,Y
RVPO22502-96403,RVPO22502-96403,RV,,19/11/99,D,OBST C.S. Chris | TELFER S. Sarah,present but not counted,,251-500m,54,327409,6182634,-34.48345936,139.1204845,P,E01526,Rosa canina,ROSACEAE,Dog Rose,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus odorata / Eucalyptus leucoxylon ? Callitris preissii ? Eucalyptus fasciculosa Woodland,Gruenberg RD 0.2 km WSW of Parrot Hill (summit),,N
SUP8690-10,SUP8690-10,SU,SOUTH EAST,5/9/91,D,TUCKWELL R.T. Rick | HEARD L.M.B. Lee,present but not counted,,5-50m,54,468786,5830851,-37.66899,140.64606,Y,E00962,Amyema pendula ssp. pendula,LORANTHACEAE,Drooping Mistletoe,,,Flat area between two swamps in an interdunal swale.,Hacket Hill (NF),Y
SUP9108-20,SUP9108-20,SU,FLINDERS MANAGEMENT REVIEW,4/8/91,D,NOT ENTERED - SEE ORIGINAL DATA  -,present but not counted,,No entered,54,268573,6584179,-30.85302,138.57987,Y,C03185,Rhodanthe pygmaea,COMPOSITAE,Pigmy Daisy,,,4km S from Bob Mooney Well.,,Y
RVPO22663-97253,RVPO22663-97253,RV,,19/11/99,D,OBST C.S. Chris | TELFER S. Sarah,present but not counted,,101-250m,54,321529,6171141,-34.58603813,139.0540777,P,K03913,Avena barbata,GRAMINEAE,Bearded Oat,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus camaldulensis Woodland with grassy understorey,Karra Yerta RD 3.4 km NNE of Flaxman Valley,,N
SUP400907-6,SUP400907-6,SU,YALATA LAND MANAGEMENT BASELINE,13/12/01,D,O'CONNOR P.J. Patrick | JURY T. Tim,present but not counted,,5-50m,52,725411,6526696,-31.37242,131.37011,Y,S01221,Rhagodia crassifolia,CHENOPODIACEAE,Fleshy Saltbush,,,,,Y
OPP478453-1,OPP478453-1,OP,KANGAROO ISLAND WEEDS REGISTER,22/6/10,D,STRONG M. Mathew,present but not counted,,5-50m,53,680983,6018247,-35.96342,137.00702,Y,E32026,Asparagus asparagoides f.,LILIACEAE,Bridal Creeper, Number Observed = 5 to 10.Juvenile.,,,,N
OPP695183-3,OPP695183-3,OP,YORKE DISTRICT AERIAL BOXTHORN CONTROL,13/4/16,D,SWALES J. Jasmine | ANDERSON T. Tim,Present but not counted,,5-50m,53,666585,6101818,-35.21285,136.8302,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,,,Pondi to Gym; Boxthorn control site - aerial application of Graslan herbicide,Innes (NP),N
SUP9139-1,SUP9139-1,SU,FLINDERS MANAGEMENT REVIEW,1/8/91,D,NOT ENTERED - SEE ORIGINAL DATA  -,present but not counted,,No entered,54,273973,6595679,-30.75039,138.63883,Y,Y01252,Sclerolaena longicuspis,CHENOPODIACEAE,Long-spine Bindyi,,,3km N from Warraweena.,,Y
RVPO58015-246676,RVPO58015-246676,RV,,15/5/02,D,KUBISCH R.V. Ronald | BATEMAN T.V. Teresa,present but not counted,,251-500m,54,323919,6197940,-34.3449121,139.0856379,P,E10950,Austrostipa sp.,GRAMINEAE,Spear-grass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Native grassland comprising mostly native species,Biele TRAC 1.3 km NNE of St Kitts,,Y
SUP18514-97205,SUP18514-97205,SU,BEETALOO VALLEY(NCSSA),5/10/01,D,FERGUSON R.J. ROSEMARY | JOHNSON R.S. Randall,present but not counted,,51-100m,54,236840,6323960,-33.19125,138.17727,Y,A20080,Eucalyptus leucoxylon ssp.,MYRTACEAE,South Australian Blue Gum,,,Davies Track/ Western fence/ WoodlandsEnter Beetaloo reservoir southern road turn L at the Reservoir on track to Mount Zion (highest point) continue along this track to western boundary of SA Water land; site is approx 200 -250m back from SA Water boundary Davies track is about 50 m from site Site,,Y
SUP10211-16,SUP10211-16,SU,FLINDERS MANAGEMENT REVIEW,30/7/88,D,BELLETTE K.J. Kathryn | JAY J. Justin | PITTS B. Brenda,present but not counted,,,54,315423,6635279,-30.4004,139.07866,Y,U02242,Eucalyptus intertexta,MYRTACEAE,Gum-barked Coolibah,,,,Vulkathunha-Gammon Ranges (NP),Y
OPP699712-90,OPP699712-90,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,12/12/11,D,PICKETT M.I. Marcus,present but not counted,,501-1000m,54,287202,6114600,-35.08895,138.6657,Y,A00944,Exocarpos cupressiformis,SANTALACEAE,Native Cherry,,Potential habitat for SBB YTBC Antechinus and Painted Botton-quail.,Scott Ck A13,Scott Creek (CP),Y
RVPU62752-79038,RVPU62752-79038,RV,,13/3/02,D,STOREY J.D. James | BATEMAN T.V. Teresa,present but not counted,,501-1000m,54,296875,6188283,-34.42698746,138.7895124,P,A10596,Lomandra sp.,LILIACEAE,Mat-rush,Collected using the DEWNR Roadside Vegetation Survey Methodology,Native grassland comprising mostly native species,Green RD 3 km ESE of Morn Hill,,Y
OPP620103-130,OPP620103-130,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,22/3/13,D,PICKETT M.I. Marcus,present but not counted,,501-1000m,54,291500,6136300,-34.89433,138.71825,Y,G02131,Pimelea linifolia ssp. linifolia,THYMELAEACEAE,Slender Riceflower,,,Morialta (Chapman Track) A15,Morialta (CP),Y
SUP10532-16,SUP10532-16,SU,FLINDERS MANAGEMENT REVIEW,10/6/87,D,GOULD P. Paul | PITTS B. Brenda,present but not counted,,,54,325022,6572504,-30.96801,139.16788,Y,A02092,Malvastrum americanum var. americanum,MALVACEAE,Malvastrum,,,,,?
RVPO46519-199454,RVPO46519-199454,RV,,9/11/01,D,CLARK P.D. Peter,present but not counted,,101-250m,54,270646,6259655,-33.77842013,138.523118,P,M20166,Salvia verbenaca var.,LABIATAE,Wild Sage,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic Grassland,Lookout (10) RD 0.2 km NNE of The Lookout (summit),,N
SUP17322-59004,SUP17322-59004,SU,VENUS BAY CP CR AND ENVIRONS,8/9/99,D,HUEBNER L.W. Leila,present but not counted,,5-50m,53,468958,6331118,-33.15827,134.66711,Y,C05237,Acacia cupularis,LEGUMINOSAE,Cup Wattle,,,Travel 1.6km from Port Kenny toward Streaky Bay and turn left onto track where finger board sign points to rubbish dump (north side of highway). Travel 150m from bitumen highway - site 7 being on right hand side - 35m off track (which is the eastern boundary of the Venus Bay Conservation Reserve).,Venus Bay (CP),Y
RVPO27001-118725,RVPO27001-118725,RV,,11/2/00,D,PLAYFAIR R.M. Roger,present but not counted,,101-250m,54,280344,6111062,-35.11935632,138.5895859,P,K02249,Eucalyptus microcarpa,MYRTACEAE,Grey Box,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus microcarpa Woodland,Piggott Range RD 2.7 km ENE of Onkaparinga Hills (suburb centre),,Y
RVPE35649-3,RVPE35649-3,RV,,3/11/00,D,TELFER W.R. Wendy,present but not counted,,501-1000m,54,253060,6326183,-33.17504424,138.3516949,P,A04208,Bursaria spinosa ssp. spinosa,PITTOSPORACEAE,Sweet Bursaria,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic Grassland and Herbland,Gladstone - Appila RD 4.7 km WSW of Caltowie West,,Y
RVPU77590-113929,RVPU77590-113929,RV,,8/2/04,D,SUTHERLAND R.L. Robyn | TELFER S. Sarah,present but not counted,,251-500m,54,453189,6209767,-34.25216349,140.4916012,P,E10950,Austrostipa sp.,GRAMINEAE,Spear-grass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eremophila longifolia Shrubland,Barmera - Monash RD 1.5 km WNW of Hunt Hill (summit),,Y
SUP8408-11,SUP8408-11,SU,SOUTH OLARY PLAINS,6/8/91,D,MALCOLM L.A. Louise | KRAEHENBUEHL D.N. Darrell,present but not counted,,5-50m,54,422772,6302378,-33.41517,140.16939,Y,Z15183,Tetragonia eremaea/tetragonoides,AIZOACEAE,Native Spinach,,,1.4 km NE from Rsl Dam.,,Y
OPP413299-31,OPP413299-31,OP,MOKOTA CP VEGETATION MONITORING,2/11/11,D,ROBERTSON M.A. Meg | KERIN B.L. Brooke,present but not counted,,5-50m,54,309275,6285293,-33.55499,138.94554,Y,U32410,Rytidosperma sp.,GRAMINEAE,Wallaby-grass,Present in 4 subquadrats,,Mokota Conservation Park western slopes,Mokota (CP),Y
SUP8862-10,SUP8862-10,SU,SOUTH EAST,12/9/91,D,CANTY P.D. Peter | HEARD L.M.B. Lee,present but not counted,,5-50m,54,440443,5920245,-36.86185,140.33185,Y,C02413,Astroloma humifusum,EPACRIDACEAE,Cranberry Heath,,,400-500m from the ...in a NNE direction from LUC0302. Note: this is a limestone ridge not a swamp.,,Y
OPP807088-5,OPP807088-5,OP,SCIENTIFIC PERMIT DATA - APPROVED,21/9/17,D,BULL Z. Zeta,present but not counted,,251-500m,54,327487,6111257,-35.12678,139.10667,Y,K03913,Avena barbata,GRAMINEAE,Bearded Oat,project did not proceed,,Thomas Crescent Monarto; Project = Monarto,,N
RVPO10049-36528,RVPO10049-36528,RV,,12/11/98,D,PLAYFAIR R.M. Roger | PARRY K. Karen,present but not counted,,1-10km,54,248033,6453994,-32.02217623,138.3322066,P,M00666,Asphodelus fistulosus,LILIACEAE,Onion Weed,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland / Herbland dominated by alien species,Hawker - Stirling North RD 1.1 km ESE of Black Jack Hill (summit),,N
RVPO8315-28375,RVPO8315-28375,RV,,6/11/98,D,CLARK P.D. Peter | BEVAN K. Kirsty,present but not counted,,501-1000m,53,609829,6208442,-34.25936663,136.1929043,P,C10393,Eucalyptus sp.,MYRTACEAE,,Collected using the DEWNR Roadside Vegetation Survey Methodology,Plantation ( Exotic sp. +/- Non-endemic native sp. +/- Endemic native sp.),lincoln HWY 3.5 km ENE of Mount Watt (summit),,Y
